"","timestamp","num.likes","num.comments","num.shares","posted.by","message","embeded.link","embeded.link.text","sample.comments","rbloggers.link","title","first.published","author","blog.name","blog.link","tags"
"474","Saturday, January 15, 2011 at 8:45am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/changing-phylogeny-tip-labels-in-r/490061948582","During
 the process of molecular systematic research, specimens are given code 
names and numbers to keep track of data through the pipeline. These can 
contain a lot of information of relevance to the researcher, but 
unfortunately are meaningless to others who aren't as involved with the 
data...","",NA,NA,NA,NA,NA,NA,NA
"475","Friday, January 14, 2011 at 5:55pm","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/statistical-podcast-random-and-pseudorandom/489775308582","This
 morning when I downloaded the latest version of In our time, I was 
pleased to see that this weeks topic was “Random and Peudorandom.” If 
you’re not familiar with “In our time”, then I can I definitely 
recommend the series. Each wee...","",NA,NA,NA,NA,NA,NA,NA
"476","Friday, January 14, 2011 at 5:55pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/visualizing-the-haiti-earthquake-with-r/489775313582","Yesterday
 was the one-year anniversary of the Haiti earthquake, and to put the 
scale of the event in context San Francisco bureau chief for New 
Scientist magazine and data journalist Peter Aldhous created a 
time-lapse animation of all large earthquakes in the last year, 
beginning with the...","",NA,NA,NA,NA,NA,NA,NA
"477","Friday, January 14, 2011 at 5:55pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/epl-fantasy-football-best-overall-home-and-away-teams/489775318582","I've
 refined the R code to pick the best fantasy soccer team by using more 
granular player performance data (available publicly). Here are the
 best overall, home and away teams. The constraints used 
are: 1) Number of goalkeepers = 12) Number of defenders = 43) 
Number of mid fielders = 34) Number of...","",NA,NA,NA,NA,NA,NA,NA
"478","Friday, January 14, 2011 at 3:05am","3 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/survival-paper-update/489536638582","In
 a recent post, I discussed some  statistical consultancy I was involved
 with. I was quite proud of the nice ggplot2 graphics I had created...","Dave Garbutt I guess you have to say it is your policy to make graphics that communicateFriday, January 14, 2011 at 8:21am · LikeUnlike ·  1Reply",NA,NA,NA,NA,NA,NA,NA
"479","Thursday, January 13, 2011 at 9:37am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-attack-of-the-hair-trigger-bees/489164808582","In
 their book “Complex Adaptive Systems”, authors Miller and Page create a
 theoretic model for bee attacks, based on the real, flying, 
honey-making, photogenic stingers. Suppose the hive is threatened by 
some external creature. So...","",NA,NA,NA,NA,NA,NA,NA
"480","Thursday, January 13, 2011 at 9:37am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/cosmopmc-released/489164823582","Martin
 Kilbinger, an astronomer (cosmologist) with whom we had worked on 
population Monte Carlo for cosmological inference [during the 
ANR-05-BLAN-0283- 04 ANR ECOSSTAT grant], has made the PMC C codes 
available on the CosmoPMC webpage...","",NA,NA,NA,NA,NA,NA,NA
"481","Thursday, January 13, 2011 at 9:37am","0","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/winners-of-mozilla-open-data-competition-announced/489164828582","The winners of the Mozilla Open Data Visualization competition ""How Do People Use Firefox"" have been announced...","Juan Carlos LaGuardia Check out the honorable mentions as well.  Very well doneThursday, January 13, 2011 at 3:33pm · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"482","Wednesday, January 12, 2011 at 6:53pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/the-number-1-novice-quant-mistake/488837003582","It
 is ever so easy to make blunders when doing quantitative finance.  Very
 popular with novices is to analyze prices rather than 
returns.Regression on the pricesWhen you want returns, you should 
understand log returns versus simple returns...","",NA,NA,NA,NA,NA,NA,NA
"483","Wednesday, January 12, 2011 at 6:53pm","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/create-motion-charts-in-r-with-the-googlevis-package/488837008582","Hans Rosling popularized Motion Charts -- 2-d scatterplots that animate over time -- with the GapMinder project...","",NA,NA,NA,NA,NA,NA,NA
"484","Wednesday, January 12, 2011 at 6:53pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/two-short-bayesian-courses-in-southpton/488836998582","An
 announcement for two short-courses on Introduction to  Bayesian 
Analysis and MCMC, and Hierarchical Modelling of Spatial and Temporal 
Data by Alan Gelfand (Duke University, USA) and Sujit Sahu (University 
of Southampton, UK), are to take place in Southampton on June 7-10, this
 year.Course 1:...","",NA,NA,NA,NA,NA,NA,NA
"485","Wednesday, January 12, 2011 at 3:53am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/just-for-fun-recoverygov-data-snooping/488540073582","Okay,
 so this isn't ecology related at all, but I like exploring data sets. 
So here goes...Propublica has some awesome data sets available at their 
website: http://www.propublica.org/tools/I played around with their data set on Recovery.gov (see hyperlink below in code)...","",NA,NA,NA,NA,NA,NA,NA
"486","Wednesday, January 12, 2011 at 3:53am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/data-driven-journalism/488540068582","The
 December 2010 meeting of the Bay Area R Users Group featured Peter 
Aldhous, San Francisco bureau chief of New Scientist magazine who will 
give a presentation on ""Data-Driven Journalism""...","",NA,NA,NA,NA,NA,NA,NA
"487","Wednesday, January 12, 2011 at 3:53am","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/introducing-the-lowry-plot/488540063582","Here
 at the Health and Safety Laboratory* we’re big fans of 
physiologically-based pharmacokinetic (PBPK) models (say that 10 times 
fast) for predicting concentrations of chemicals around your body based 
upon an exposure. ...","",NA,NA,NA,NA,NA,NA,NA
"488","Tuesday, January 11, 2011 at 12:30pm","3 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/opendata-r-google-easy-maps/488144573582","
   The release of the R package “googleVis” has made the production of 
interactive maps through Google’s Chart Tools a simple task. Igno...","",NA,NA,NA,NA,NA,NA,NA
"489","Tuesday, January 11, 2011 at 12:30pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/six-places-left-for-the-forecasting-workshop/488144583582","There
 are six places left for the forecasting workshop I am giving in 
Switzerland in June. If you were thinking of going, book in fast! This 
post was kindly contributed by  Research tips » R - go there to comment 
and to read the full post. ","",NA,NA,NA,NA,NA,NA,NA
"490","Tuesday, January 11, 2011 at 12:30pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/reasons-for-transitioning-to-vim-bringing-latex-r-sweave-and-more-under-one-roof/488144578582","This
 post describes the reasons for my transition to Vim.Brief 
BackgroundOver the years I've used a lot of different text editors on 
Windows.In general, I've used whatever text editor came with a 
program.When I started using R, I moved from Rgui through Tinn-R, JGR, 
and others,finally settling in...","",NA,NA,NA,NA,NA,NA,NA
"491","Monday, January 10, 2011 at 9:46pm","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/seasonal-pair-trading/487848583582","quanttrader.info
 is a good quantitative repository, where I found an idea about seasonal
 spreads play.The idea of seasonal pair trading differs from pairs 
trading in a way, that it doesn’t try to find deviation from the 
spread’s mean, but it looks at seasonal spread patterns. In...","",NA,NA,NA,NA,NA,NA,NA
"492","Monday, January 10, 2011 at 9:46pm","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/abusing-amazons-elastic-mapreduce-hadoop-service-easily-from-r/487848588582","I
 built my first Hadoop cluster this week and ran my first two test 
MapReduce jobs. It took about 15 minutes, 2 lines of R, and cost 55 
cents...","",NA,NA,NA,NA,NA,NA,NA
"493","Monday, January 10, 2011 at 9:46pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-function-for-extracting-f-test-p-value-from-linear-model-object/487848598582","I
 thought it would be trivial to extract the p-value on the F-test of a 
linear regression model (testing the null hypothesis R²=0). If I fit the
 linear model: fit","",NA,NA,NA,NA,NA,NA,NA
"494","Monday, January 10, 2011 at 2:17pm","0","0","0","Ryan Lanham","Hello,
 I am looking for an R person to do some consulting work possibly in the
 area of analyzing Foreign Exchange data sets...or sourcing and 
analyzing FX data sets.  Also interested in someone who can crunch trade
 and or Central bank data of various nations and source the same.  Let 
me know if you are well-qualified and interested...location unimportant.
  We need PhD level talent.",NA,NA,"",NA,NA,NA,NA,NA,NA,NA
"495","Monday, January 10, 2011 at 6:38am","3 people like this","At least 1 comment","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/batting-and-bowling-performance-in-ashes-2010-2011/487526318582","English cricket is strong once again...","Dan Smith Fascinating
 stuff. However, since comparison between 2006-7 is key to analysis it 
would be better to have the batting stats on the same scales. If that is
 done then Cook's performance would show up even more clearly as 
remarkable outlier.Monday, January 10, 2011 at 8:20am · LikeUnlikeReply",NA,NA,NA,NA,NA,NA,NA
"496","Monday, January 10, 2011 at 6:38am","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/learnr-toolkit-to-help-excel-users-move-up-to-r/487526323582","As
 a former  Excel chart user, I want to help current Excel users make the
 transition to more advanced charting R with as little difficulty as 
possible...","",NA,NA,NA,NA,NA,NA,NA
"497","Sunday, January 9, 2011 at 4:18pm","0","0","0","Vincent Granville","","http://www.analyticbridge.com/group/codesnippets/forum/topics/2004291:Topic:15886","This
 document will help you produce graphs such as this picture.  The 
tutorial (with graphs and code snippets) can be downloaded at 
frenchlane.com/rtrainings.z…","",NA,NA,NA,NA,NA,NA,NA
"498","Sunday, January 9, 2011 at 3:49pm","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/rcpparmadillo-0211/487129723582","Just before Xmas, Conrad Sanderson released version 1.1.0 of Armadillo, his templated C++ library for linear algebra...","",NA,NA,NA,NA,NA,NA,NA
"499","Sunday, January 9, 2011 at 3:49pm","2 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/the-automatic-millionaire-amortization/487129728582","Dan
 Byrne of Vanderbilt University gave me a book back in October titled 
The Automatic Millionaire by David Bach. The book is an easy read and 
full of sound advice that I intend to take. Bach espouses a plan for 
retirement built on the principles of “paying yourself first” (i.e. 
be...","",NA,NA,NA,NA,NA,NA,NA
"500","Sunday, January 9, 2011 at 3:49pm","9 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/r-and-google-visualization-api/487129718582","R
 interfaces with the powerful Google Visualization API with the package 
googleVis (see here). It's relatively easy to convert your graphics in R
 to interactive graphics to post on a web browser...","",NA,NA,NA,NA,NA,NA,NA
"501","Saturday, January 8, 2011 at 10:38am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/heatmap-tables/486586448582"," I blogged earlier (http://socialdatablog.com/what-is-wrong-with-this-graph)
 about the well-known risks of implying a continuous data scale in a 
graph where there isn't one. I just produced this alternative in the 
form of a heatmap table, i.e...","",NA,NA,NA,NA,NA,NA,NA
"502","Saturday, January 8, 2011 at 10:38am","0","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/arrogance-sampling/486586443582","A
 new posting on arXiv by Benedict Escoto on a simulation method for 
approximating normalising constants (i.e. evidence) with an eye-catching
 name...","",NA,NA,NA,NA,NA,NA,NA
"503","Saturday, January 8, 2011 at 10:38am","4 people like this","0","0","R bloggers","","http://www.facebook.com/notes/r-bloggers/building-a-fact-based-world-view/486586438582","Gapminder
 is an independent foundation based in Stockholm, Sweden. Its mission is
 “to debunk devastating myths about the world by offering free access to
 a fact-based world view“. Th...","",NA,NA,NA,NA,NA,NA,NA
